Country,Year,Population,Group
Pakistan,2018,219731490,Asia
Pakistan,2019,223293280,Asia
Pakistan,2020,227196740,Asia
Pakistan,2021,231402110,Asia
Nigeria,1950,37189376,Africa
Nigeria,1951,37903172,Africa
Nigeria,1952,38624424,Africa
Nigeria,1953,39347724,Africa
Nigeria,1954,40082480,Africa
Nigeria,1955,40839224,Africa
Nigeria,1956,41616580,Africa
Nigeria,1957,42413364,Africa
Nigeria,1958,43214756,Africa
Nigeria,1959,44044230,Africa
Nigeria,1960,44928336,Africa
Nigeria,1961,45855508,Africa
Nigeria,1962,46821856,Africa
Nigeria,1963,47822572,Africa
Nigeria,1964,48856336,Africa
Nigeria,1965,49925800,Africa
Nigeria,1966,51020304,Africa
Nigeria,1967,52106684,Africa
Nigeria,1968,53210124,Africa
Nigeria,1969,54360756,Africa
Nigeria,1970,55569268,Africa
Nigeria,1971,56837616,Africa
Nigeria,1972,58173830,Africa
Nigeria,1973,59605450,Africa
Nigeria,1974,61157940,Africa
Nigeria,1975,62851316,Africa
Nigeria,1976,64658310,Africa
Nigeria,1977,66589656,Africa
Nigeria,1978,68633340,Africa
Nigeria,1979,70750310,Africa
Nigeria,1980,72951440,Africa
Nigeria,1981,75175390,Africa
Nigeria,1982,77388070,Africa
Nigeria,1983,79351590,Africa
Nigeria,1984,81337550,Africa
Nigeria,1985,83585256,Africa
Nigeria,1986,85804190,Africa
Nigeria,1987,88044190,Africa
Nigeria,1988,90351464,Africa
Nigeria,1989,92744060,Africa
Nigeria,1990,95214260,Africa
Nigeria,1991,97685360,Africa
Nigeria,1992,100182050,Africa
Nigeria,1993,102775470,Africa
Nigeria,1994,105456120,Africa
Nigeria,1995,108187620,Africa
Nigeria,1996,110956184,Africa
Nigeria,1997,113791180,Africa
Nigeria,1998,116690530,Africa
Nigeria,1999,119695570,Africa
Nigeria,2000,122851980,Africa
Nigeria,2001,126152680,Africa
Nigeria,2002,129583030,Africa
Nigeria,2003,133119810,Africa
Nigeria,2004,136756850,Africa
Nigeria,2005,140490720,Africa
Nigeria,2006,144329760,Africa
Nigeria,2007,148294030,Africa
Nigeria,2008,152382510,Africa
Nigeria,2009,156595740,Africa
Nigeria,2010,160952860,Africa
Nigeria,2011,165463740,Africa
Nigeria,2012,170075940,Africa
Nigeria,2013,174726130,Africa
Nigeria,2014,179379020,Africa
Nigeria,2015,183995780,Africa
Nigeria,2016,188666930,Africa
Nigeria,2017,193495900,Africa
Nigeria,2018,198387620,Africa
Nigeria,2019,203304500,Africa
Nigeria,2020,208327410,Africa
Nigeria,2021,213401330,Africa
